0,62
0,103
0,168
0,437
0,1048
0,1147
0,1421
0,1967
0,2477
0,2605
0,2904
0,2955
0,3188
0,3631
0,4010
0,5262
0,5553
0,5572
0,5697
0,5732
0,5823
0,6013
0,6263
0,6442
0,6770
0,6868
0,7037
0,7137
0,7500
0,8063
0,8396
1,590
1,857
1,1356
1,2444
1,3091
1,3423
1,3605
1,3777
1,4463
1,6661
1,7994
2,1887
2,1890
2,2014
2,4357
2,4751
2,4937
2,4957
3,861
3,3603
3,8018
3,8021
3,8024
3,8029
3,8076
4,15
4,119
4,158
4,189
4,231
4,395
4,769
4,827
4,1155
4,1228
4,1358
4,1538
4,1860
4,1880
4,1917
4,2015
4,3124
4,3153
4,3236
4,3343
4,3633
4,3680
4,3853
4,4049
4,4222
4,4532
4,4535
4,4901
4,4946
4,5648
4,5660
4,5711
4,5816
4,5866
4,6249
4,6447
4,6448
4,6497
4,6897
4,6918
4,7022
4,7699
4,7823
4,8985
5,18
5,85
5,124
5,148
5,300
5,315
5,407
5,489
5,555
5,599
5,701
5,824
5,1045
5,1065
5,1097
5,1110
5,1164
5,1224
5,1299
5,1357
5,1451
5,1517
5,1524
5,1760
5,1763
5,1979
5,2040
5,2051
5,2096
5,2182
5,2317
5,2493
5,2532
5,2799
5,2857
5,2930
5,3434
5,3568
5,3651
5,3681
5,3703
5,3723
5,3759
5,3764
5,3814
5,4033
5,4363
5,4411
5,4427
5,4668
5,4697
5,4786
5,4793
5,4900
5,4954
5,5087
5,5227
5,5363
5,5542
5,5997
5,6001
5,6049
5,6382
5,6491
5,6523
5,6873
5,6891
5,7114
5,7207
5,7221
5,7349
5,7542
5,7552
5,7669
5,7832
5,7885
5,7892
5,8598
5,8599
5,8662
5,8708
5,9153
5,9160
5,9312
5,9401
6,31
6,40
6,89
6,339
6,382
6,395
6,452
6,474
6,688
6,698
6,733
6,741
6,788
6,792
6,910
6,926
6,1044
6,1058
6,1087
6,1136
6,1154
6,1255
6,1299
6,1362
6,1378
6,1406
6,1411
6,1481
6,1571
6,1679
6,1721
6,1852
6,1883
6,1908
6,1963
6,2015
6,2037
6,2127
6,2154
6,2164
6,2168
6,2178
6,2190
6,2332
6,2409
6,2526
6,2545
6,2729
6,2752
6,2779
6,2787
6,2834
6,2884
6,2941
6,2959
6,3180
6,3202
6,3435
6,3667
6,3734
6,3791
6,3809
6,3812
6,3833
6,3886
6,3900
6,3975
6,3982
6,3997
6,4081
6,4136
6,4221
6,4252
6,4338
6,4339
6,4351
6,4387
6,4391
6,4898
6,4946
6,4955
6,5055
6,5072
6,5082
6,5195
6,5248
6,5318
6,5323
6,5573
6,5577
6,5717
6,6006
6,6036
6,6228
6,6269
6,6497
6,7008
6,7167
6,7181
6,7325
6,7351
6,7699
6,7763
6,7901
6,7948
6,7972
6,8075
6,8091
6,8296
6,8621
6,8626
6,8627
6,8739
6,8792
6,9173
6,9248
6,9287
6,9321
6,9325
6,9327
6,9329
6,9337
6,9444
6,9496
7,1953
7,2270
7,2324
7,2595
7,2786
7,3862
7,5535
7,5713
7,7045
7,8777
8,286
8,318
8,319
8,452
8,532
8,838
8,965
8,1074
8,1207
8,1233
8,1454
8,1485
8,1541
8,1775
8,1802
8,1975
8,2857
8,3187
8,3619
8,3727
8,3806
8,4020
8,4200
8,4355
8,4443
8,4485
8,4494
8,4639
8,4964
8,5115
8,5539
8,5656
8,5981
8,6011
8,6508
8,6737
8,6792
8,7012
8,7392
8,7598
8,7844
8,7912
8,8056
8,8826
8,8972
9,96
9,197
9,288
9,412
9,422
9,428
9,522
9,550
9,1017
9,1184
9,1599
9,2057
9,2100
9,2111
9,2186
9,2222
9,2240
9,2274
9,2326
9,2405
9,2565
9,2775
9,2814
9,2935
9,2936
9,2950
9,3087
9,3107
9,3114
9,3136
9,3169
9,3248
9,3322
9,3943
9,4558
9,4672
9,5035
9,5109
9,5253
9,5503
9,5668
9,6208
9,6274
9,6410
9,6555
9,6822
9,7016
9,7228
9,7280
9,7851
9,9025
9,9311
9,9348
10,2610
10,3111
10,4871
10,8888
10,8904
10,8909
10,8969
10,9001
10,9035
11,1479
11,2217
11,2382
11,3571
11,3623
11,4240
11,6039
11,7688
11,7802
12,911
12,985
12,1946
12,2038
12,2169
12,2288
12,2398
12,2704
12,3836
12,4243
12,4292
13,151
13,188
13,331
13,345
13,348
13,467
13,1058
13,1315
13,1481
13,1666
13,1973
13,2000
13,2237
13,2641
13,3007
13,3489
13,3543
13,4217
13,4339
13,4695
13,5216
13,6211
13,6244
13,6271
13,7263
13,7678
13,7753
13,8514
13,8822
14,185
14,198
14,500
14,702
14,1200
14,1538
14,2586
14,3297
14,6433
14,6906
14,6962
14,7162
14,8479
14,8570
14,9365
15,4
15,827
15,1917
15,3124
15,3236
15,3853
15,4535
15,4901
15,4946
15,5660
15,6249
15,6448
15,6497
15,7022
15,7823
16,902
16,2126
16,2431
16,3101
16,3251
16,3564
16,4349
16,4658
16,5283
16,5729
16,6324
16,6404
16,6702
16,8522
16,8573
17,172
17,441
17,1228
17,1260
17,2736
17,3287
17,6386
18,5
18,315
18,701
18,1097
18,1164
18,1524
18,2799
18,2857
18,5363
18,6001
18,6523
18,9401
19,249
19,291
19,333
19,336
19,345
19,347
19,375
19,378
19,532
19,592
19,821
19,962
19,965
19,1206
19,1385
19,1389
19,1501
19,1746
19,1776
19,1879
19,1914
19,1925
19,1995
19,2027
19,2079
19,2175
19,2611
19,2724
19,2756
19,2772
19,2774
19,3046
19,3906
19,3917
19,3926
19,4084
19,4184
19,4348
19,4485
19,4639
19,4767
19,4829
19,4885
19,4890
19,5124
19,5206
19,5219
19,5279
19,5352
19,5405
19,5543
19,5558
19,5622
19,5645
19,5656
19,5869
19,5992
19,6220
19,6742
19,7075
19,7098
19,7244
19,7489
19,7689
19,7925
19,8009
19,8306
19,8932
19,8970
19,9011
19,9094
19,9502
20,1291
20,2880
20,9295
21,40
21,640
21,697
21,881
21,939
21,1235
21,3194
21,5257
21,5599
21,5615
21,5618
21,5695
22,229
22,1172
22,3710
22,7078
23,56
23,105
23,145
23,233
23,418
23,434
23,452
23,628
23,680
23,815
23,1104
23,1223
23,1336
23,1450
23,1468
23,1481
23,1499
23,1510
23,1729
23,2450
23,2481
23,2483
23,2647
23,2988
23,3081
23,3084
23,3583
23,3656
23,3758
23,3871
23,3901
23,4731
23,4848
23,5634
23,5799
23,6012
23,6620
23,7415
23,7599
23,7638
23,8078
23,8261
23,8438
23,9033
23,9409
23,9456
24,29
24,68
24,597
24,668
24,1172
24,1274
24,1749
24,1752
24,1794
24,1803
24,2043
24,2272
24,2842
24,3488
24,3525
24,3541
24,3592
24,3600
24,3668
24,3792
24,3930
24,4434
24,4915
24,5017
24,5071
24,5116
24,5160
24,6565
24,6582
24,7243
24,7269
24,7314
24,7424
24,7450
24,7503
24,7741
24,7774
24,8092
24,8293
24,8347
24,8356
24,8357
24,8376
25,1033
25,1591
25,2244
25,3245
25,3784
25,4850
25,5301
25,6133
